date,item,sales
2014-04-30,22,734
2014-04-30,23,300
2014-04-30,24,612
2014-04-30,25,759
2014-04-30,26,458
2014-04-30,27,197
2014-04-30,28,814
2014-04-30,29,700
2014-04-30,30,378
2014-04-30,31,571
2014-04-30,32,413
2014-04-30,33,684
2014-04-30,34,240
2014-04-30,35,640
2014-04-30,36,744
2014-04-30,37,270
2014-04-30,38,769
2014-04-30,39,414
2014-04-30,40,263
2014-04-30,41,195
2014-04-30,42,317
2014-04-30,43,462
2014-04-30,44,271
2014-04-30,45,761
2014-04-30,46,567
2014-04-30,47,220
2014-04-30,48,455
2014-04-30,49,274
2014-04-30,50,615
2014-05-01,1,232
2014-05-01,2,613
2014-05-01,3,370
2014-05-01,4,254
2014-05-01,5,200
2014-05-01,6,624
2014-05-01,7,594
2014-05-01,8,801
2014-05-01,9,570
2014-05-01,10,796
2014-05-01,11,760
2014-05-01,12,695
2014-05-01,13,949
2014-05-01,14,664
2014-05-01,15,948
2014-05-01,16,286
2014-05-01,17,372
2014-05-01,18,916
2014-05-01,19,436
2014-05-01,20,508
2014-05-01,21,424
2014-05-01,22,885
2014-05-01,23,296
2014-05-01,24,743
2014-05-01,25,857
2014-05-01,26,495
2014-05-01,27,266
2014-05-01,28,964
2014-05-01,29,754
2014-05-01,30,417
2014-05-01,31,635
2014-05-01,32,430
2014-05-01,33,743
2014-05-01,34,285
2014-05-01,35,714
2014-05-01,36,882
2014-05-01,37,312
2014-05-01,38,877
2014-05-01,39,482
2014-05-01,40,321
2014-05-01,41,240
2014-05-01,42,403
2014-05-01,43,531
2014-05-01,44,309
2014-05-01,45,848
2014-05-01,46,660
2014-05-01,47,205
2014-05-01,48,551
2014-05-01,49,308
2014-05-01,50,726
2014-05-02,1,253
2014-05-02,2,693
2014-05-02,3,414
2014-05-02,4,247
2014-05-02,5,210
2014-05-02,6,682
2014-05-02,7,717
2014-05-02,8,893
2014-05-02,9,618
2014-05-02,10,860
2014-05-02,11,794
2014-05-02,12,805
2014-05-02,13,957
2014-05-02,14,677
2014-05-02,15,1016
2014-05-02,16,313
2014-05-02,17,412
2014-05-02,18,1017
2014-05-02,19,460
2014-05-02,20,608
2014-05-02,21,472
2014-05-02,22,942
2014-05-02,23,348
2014-05-02,24,728
2014-05-02,25,882
2014-05-02,26,513
2014-05-02,27,228
2014-05-02,28,1008
2014-05-02,29,808
2014-05-02,30,495
2014-05-02,31,630
2014-05-02,32,539
2014-05-02,33,792
2014-05-02,34,266
2014-05-02,35,706
2014-05-02,36,901
2014-05-02,37,336
2014-05-02,38,916
2014-05-02,39,508
2014-05-02,40,337
2014-05-02,41,253
2014-05-02,42,432
2014-05-02,43,596
2014-05-02,44,330
2014-05-02,45,926
2014-05-02,46,666
2014-05-02,47,253
2014-05-02,48,604
2014-05-02,49,338
2014-05-02,50,740
2014-05-03,1,250
2014-05-03,2,681
2014-05-03,3,444
2014-05-03,4,270
2014-05-03,5,218
2014-05-03,6,766
2014-05-03,7,708
2014-05-03,8,915
2014-05-03,9,614
2014-05-03,10,882
2014-05-03,11,816
2014-05-03,12,880
2014-05-03,13,955
2014-05-03,14,738
2014-05-03,15,1037
2014-05-03,16,325
2014-05-03,17,418
2014-05-03,18,1080
2014-05-03,19,501
2014-05-03,20,575
2014-05-03,21,532
2014-05-03,22,996
2014-05-03,23,352
2014-05-03,24,807
2014-05-03,25,956
2014-05-03,26,577
2014-05-03,27,262
2014-05-03,28,1099
2014-05-03,29,854
2014-05-03,30,452
2014-05-03,31,717
2014-05-03,32,550
2014-05-03,33,864
2014-05-03,34,287
2014-05-03,35,839
2014-05-03,36,966
2014-05-03,37,357
2014-05-03,38,973
2014-05-03,39,533
2014-05-03,40,337
2014-05-03,41,276
2014-05-03,42,443
2014-05-03,43,609
2014-05-03,44,367
2014-05-03,45,952
2014-05-03,46,696
2014-05-03,47,283
2014-05-03,48,629
2014-05-03,49,355
2014-05-03,50,801
2014-05-04,1,282
2014-05-04,2,763
2014-05-04,3,478
2014-05-04,4,272
2014-05-04,5,254
2014-05-04,6,788
2014-05-04,7,748
2014-05-04,8,1025
2014-05-04,9,688
2014-05-04,10,874
2014-05-04,11,956
2014-05-04,12,854
2014-05-04,13,1085
2014-05-04,14,754
2014-05-04,15,1143
2014-05-04,16,335
2014-05-04,17,444
2014-05-04,18,1098
2014-05-04,19,542
2014-05-04,20,623
2014-05-04,21,504
2014-05-04,22,1046
2014-05-04,23,374
2014-05-04,24,824
2014-05-04,25,1024
2014-05-04,26,627
2014-05-04,27,299
2014-05-04,28,1087
2014-05-04,29,881
2014-05-04,30,534
2014-05-04,31,767
2014-05-04,32,555
2014-05-04,33,964
2014-05-04,34,341
2014-05-04,35,843
2014-05-04,36,983
2014-05-04,37,361
2014-05-04,38,996
2014-05-04,39,566
2014-05-04,40,377
2014-05-04,41,282
2014-05-04,42,467
2014-05-04,43,655
2014-05-04,44,357
2014-05-04,45,1058
2014-05-04,46,766
2014-05-04,47,261
2014-05-04,48,636
2014-05-04,49,401
2014-05-04,50,834
2014-05-05,1,192
2014-05-05,2,514
2014-05-05,3,319
2014-05-05,4,198
2014-05-05,5,141
2014-05-05,6,463
2014-05-05,7,497
2014-05-05,8,689
2014-05-05,9,469
2014-05-05,10,648
2014-05-05,11,584
2014-05-05,12,562
2014-05-05,13,746
2014-05-05,14,549
2014-05-05,15,787
2014-05-05,16,229
2014-05-05,17,281
2014-05-05,18,688
2014-05-05,19,334
2014-05-05,20,459
2014-05-05,21,342
2014-05-05,22,674
2014-05-05,23,232
2014-05-05,24,534
2014-05-05,25,626
2014-05-05,26,406
2014-05-05,27,179
2014-05-05,28,773
2014-05-05,29,615
2014-05-05,30,355
2014-05-05,31,480
2014-05-05,32,408
2014-05-05,33,595
2014-05-05,34,219
2014-05-05,35,541
2014-05-05,36,631
2014-05-05,37,226
2014-05-05,38,683
2014-05-05,39,354
2014-05-05,40,245
2014-05-05,41,191
2014-05-05,42,329
2014-05-05,43,428
2014-05-05,44,242
2014-05-05,45,722
2014-05-05,46,508
2014-05-05,47,207
2014-05-05,48,442
2014-05-05,49,254
2014-05-05,50,588
2014-05-06,1,246
2014-05-06,2,638
2014-05-06,3,360
2014-05-06,4,205
2014-05-06,5,195
2014-05-06,6,600
2014-05-06,7,592
2014-05-06,8,750
2014-05-06,9,538
2014-05-06,10,737
2014-05-06,11,728
2014-05-06,12,680
2014-05-06,13,826
2014-05-06,14,593
2014-05-06,15,870
2014-05-06,16,246
2014-05-06,17,335
2014-05-06,18,867
2014-05-06,19,436
2014-05-06,20,475
2014-05-06,21,370
2014-05-06,22,873
2014-05-06,23,253
2014-05-06,24,712
2014-05-06,25,797
2014-05-06,26,480
2014-05-06,27,219
2014-05-06,28,835
2014-05-06,29,715
2014-05-06,30,396
2014-05-06,31,571
2014-05-06,32,468
2014-05-06,33,719
2014-05-06,34,253
2014-05-06,35,663
2014-05-06,36,833
2014-05-06,37,276
2014-05-06,38,868
2014-05-06,39,425
2014-05-06,40,281
2014-05-06,41,214
2014-05-06,42,381
2014-05-06,43,509
2014-05-06,44,284
2014-05-06,45,767
2014-05-06,46,600
2014-05-06,47,228
2014-05-06,48,542
2014-05-06,49,321
2014-05-06,50,709
2014-05-07,1,195
2014-05-07,2,576
2014-05-07,3,361
2014-05-07,4,211
2014-05-07,5,201
2014-05-07,6,538
2014-05-07,7,568
2014-05-07,8,733
2014-05-07,9,493
2014-05-07,10,724
2014-05-07,11,661
2014-05-07,12,718
2014-05-07,13,836
2014-05-07,14,587
2014-05-07,15,854
2014-05-07,16,263
2014-05-07,17,305
2014-05-07,18,893
2014-05-07,19,387
2014-05-07,20,470
2014-05-07,21,390
2014-05-07,22,787
2014-05-07,23,303
2014-05-07,24,639
2014-05-07,25,822
2014-05-07,26,443
2014-05-07,27,231
2014-05-07,28,879
2014-05-07,29,725
2014-05-07,30,409
2014-05-07,31,586
2014-05-07,32,448
2014-05-07,33,692
2014-05-07,34,244
2014-05-07,35,650
2014-05-07,36,778
2014-05-07,37,296
2014-05-07,38,839
2014-05-07,39,445
2014-05-07,40,304
2014-05-07,41,218
2014-05-07,42,360
2014-05-07,43,498
2014-05-07,44,280
2014-05-07,45,831
2014-05-07,46,621
2014-05-07,47,213
2014-05-07,48,541
2014-05-07,49,311
2014-05-07,50,627
2014-05-08,1,228
2014-05-08,2,663
2014-05-08,3,376
2014-05-08,4,240
2014-05-08,5,196
2014-05-08,6,589
2014-05-08,7,621
2014-05-08,8,809
2014-05-08,9,518
2014-05-08,10,753
2014-05-08,11,724
2014-05-08,12,769
2014-05-08,13,884
2014-05-08,14,619
2014-05-08,15,937
2014-05-08,16,278
2014-05-08,17,337
2014-05-08,18,870
2014-05-08,19,448
2014-05-08,20,506
2014-05-08,21,419
2014-05-08,22,861
2014-05-08,23,296
2014-05-08,24,701
2014-05-08,25,840
2014-05-08,26,522
2014-05-08,27,245
2014-05-08,28,939
2014-05-08,29,756
2014-05-08,30,445
2014-05-08,31,608
2014-05-08,32,453
2014-05-08,33,754
2014-05-08,34,262
2014-05-08,35,697
2014-05-08,36,857
2014-05-08,37,298
2014-05-08,38,880
2014-05-08,39,508
2014-05-08,40,300
2014-05-08,41,219
2014-05-08,42,388
2014-05-08,43,565
2014-05-08,44,342
2014-05-08,45,831
2014-05-08,46,631
2014-05-08,47,234
2014-05-08,48,536
2014-05-08,49,308
2014-05-08,50,718
2014-05-09,1,257
2014-05-09,2,697
2014-05-09,3,439
2014-05-09,4,266
2014-05-09,5,207
2014-05-09,6,636
2014-05-09,7,631
2014-05-09,8,883
2014-05-09,9,608
2014-05-09,10,817
2014-05-09,11,813
2014-05-09,12,749
2014-05-09,13,984
2014-05-09,14,710
2014-05-09,15,955
2014-05-09,16,295
2014-05-09,17,357
2014-05-09,18,969
2014-05-09,19,490
2014-05-09,20,528
2014-05-09,21,456
2014-05-09,22,964
2014-05-09,23,325
2014-05-09,24,721
2014-05-09,25,922
2014-05-09,26,518
2014-05-09,27,249
2014-05-09,28,987
2014-05-09,29,746
2014-05-09,30,471
2014-05-09,31,666
2014-05-09,32,516
2014-05-09,33,785
2014-05-09,34,285
2014-05-09,35,738
2014-05-09,36,892
2014-05-09,37,317
2014-05-09,38,890
2014-05-09,39,464
2014-05-09,40,340
2014-05-09,41,245
2014-05-09,42,437
2014-05-09,43,626
2014-05-09,44,379
2014-05-09,45,912
2014-05-09,46,641
2014-05-09,47,264
2014-05-09,48,594
2014-05-09,49,330
2014-05-09,50,778
2014-05-10,1,242
2014-05-10,2,670
2014-05-10,3,420
2014-05-10,4,252
2014-05-10,5,214
2014-05-10,6,700
2014-05-10,7,742
2014-05-10,8,1001
2014-05-10,9,644
2014-05-10,10,969
2014-05-10,11,829
2014-05-10,12,878
2014-05-10,13,1018
2014-05-10,14,732
2014-05-10,15,1085
2014-05-10,16,329
2014-05-10,17,368
2014-05-10,18,1044
2014-05-10,19,498
2014-05-10,20,593
2014-05-10,21,450
2014-05-10,22,977
2014-05-10,23,324
2014-05-10,24,786
2014-05-10,25,989
2014-05-10,26,619
2014-05-10,27,265
2014-05-10,28,1000
2014-05-10,29,869
2014-05-10,30,475
2014-05-10,31,701
2014-05-10,32,562
2014-05-10,33,822
2014-05-10,34,342
2014-05-10,35,816
2014-05-10,36,983
2014-05-10,37,346
2014-05-10,38,976
2014-05-10,39,515
2014-05-10,40,369
2014-05-10,41,254
2014-05-10,42,446
2014-05-10,43,673
2014-05-10,44,351
2014-05-10,45,944
2014-05-10,46,682
2014-05-10,47,278
2014-05-10,48,622
2014-05-10,49,341
2014-05-10,50,801
2014-05-11,1,285
2014-05-11,2,795
2014-05-11,3,480
2014-05-11,4,266
2014-05-11,5,227
2014-05-11,6,730
2014-05-11,7,714
2014-05-11,8,935
2014-05-11,9,602
2014-05-11,10,965
2014-05-11,11,906
2014-05-11,12,896
2014-05-11,13,1016
2014-05-11,14,738
2014-05-11,15,1148
2014-05-11,16,320
2014-05-11,17,444
2014-05-11,18,1076
2014-05-11,19,548
2014-05-11,20,625
2014-05-11,21,548
2014-05-11,22,994
2014-05-11,23,383
2014-05-11,24,810
2014-05-11,25,1007
2014-05-11,26,648
2014-05-11,27,293
2014-05-11,28,1125
2014-05-11,29,907
2014-05-11,30,548
2014-05-11,31,804
2014-05-11,32,567
2014-05-11,33,889
2014-05-11,34,346
2014-05-11,35,916
2014-05-11,36,983
2014-05-11,37,327
2014-05-11,38,1080
2014-05-11,39,577
2014-05-11,40,410
2014-05-11,41,288
2014-05-11,42,466
2014-05-11,43,656
2014-05-11,44,373
2014-05-11,45,1043
2014-05-11,46,699
2014-05-11,47,304
2014-05-11,48,633
2014-05-11,49,364
2014-05-11,50,803
2014-05-12,1,179
2014-05-12,2,475
2014-05-12,3,350
2014-05-12,4,208
2014-05-12,5,158
2014-05-12,6,519
2014-05-12,7,471
2014-05-12,8,700
2014-05-12,9,461
2014-05-12,10,638
2014-05-12,11,613
2014-05-12,12,598
2014-05-12,13,690
2014-05-12,14,542
2014-05-12,15,769
2014-05-12,16,214
2014-05-12,17,289
2014-05-12,18,762
2014-05-12,19,379
2014-05-12,20,440
2014-05-12,21,335
2014-05-12,22,670
2014-05-12,23,255
2014-05-12,24,600
2014-05-12,25,693
2014-05-12,26,391
2014-05-12,27,206
2014-05-12,28,715
2014-05-12,29,624
2014-05-12,30,345
2014-05-12,31,501
2014-05-12,32,372
2014-05-12,33,630
2014-05-12,34,225
2014-05-12,35,553
2014-05-12,36,700
2014-05-12,37,274
2014-05-12,38,685
2014-05-12,39,408
2014-05-12,40,250
2014-05-12,41,207
2014-05-12,42,288
2014-05-12,43,451
2014-05-12,44,247
2014-05-12,45,672
2014-05-12,46,530
2014-05-12,47,195
2014-05-12,48,415
2014-05-12,49,247
2014-05-12,50,557
2014-05-13,1,219
2014-05-13,2,608
2014-05-13,3,360
2014-05-13,4,221
2014-05-13,5,174
2014-05-13,6,578
2014-05-13,7,549
2014-05-13,8,782
2014-05-13,9,532
2014-05-13,10,736
2014-05-13,11,705
2014-05-13,12,715
2014-05-13,13,849
2014-05-13,14,567
2014-05-13,15,978
2014-05-13,16,267
2014-05-13,17,340
2014-05-13,18,872
2014-05-13,19,397
2014-05-13,20,451
2014-05-13,21,397
2014-05-13,22,807
2014-05-13,23,294
2014-05-13,24,638
2014-05-13,25,792
2014-05-13,26,482
2014-05-13,27,241
2014-05-13,28,821
2014-05-13,29,727
2014-05-13,30,379
2014-05-13,31,612
2014-05-13,32,481
2014-05-13,33,750
2014-05-13,34,264
2014-05-13,35,657
2014-05-13,36,742
2014-05-13,37,307
2014-05-13,38,799
2014-05-13,39,442
2014-05-13,40,258
2014-05-13,41,236
2014-05-13,42,389
2014-05-13,43,506
2014-05-13,44,293
2014-05-13,45,827
2014-05-13,46,600
2014-05-13,47,228
2014-05-13,48,566
2014-05-13,49,253
2014-05-13,50,690
2014-05-14,1,239
2014-05-14,2,538
2014-05-14,3,370
2014-05-14,4,240
2014-05-14,5,208
2014-05-14,6,580
2014-05-14,7,595
2014-05-14,8,837
2014-05-14,9,512
2014-05-14,10,701
2014-05-14,11,631
2014-05-14,12,701
2014-05-14,13,851
2014-05-14,14,612
2014-05-14,15,912
2014-05-14,16,277
2014-05-14,17,329
2014-05-14,18,853
2014-05-14,19,405
2014-05-14,20,481
2014-05-14,21,385
2014-05-14,22,811
2014-05-14,23,314
2014-05-14,24,666
2014-05-14,25,864
2014-05-14,26,481
2014-05-14,27,239
2014-05-14,28,900
2014-05-14,29,679
2014-05-14,30,442
2014-05-14,31,545
2014-05-14,32,407
2014-05-14,33,720
2014-05-14,34,284
2014-05-14,35,660
2014-05-14,36,758
2014-05-14,37,301
2014-05-14,38,774
2014-05-14,39,459
2014-05-14,40,302
2014-05-14,41,209
2014-05-14,42,358
2014-05-14,43,525
2014-05-14,44,293
2014-05-14,45,824
2014-05-14,46,577
2014-05-14,47,217
2014-05-14,48,538
2014-05-14,49,293
2014-05-14,50,636
2014-05-15,1,258
2014-05-15,2,623
2014-05-15,3,382
2014-05-15,4,217
2014-05-15,5,202
2014-05-15,6,617
2014-05-15,7,639
2014-05-15,8,861
2014-05-15,9,502
2014-05-15,10,780
2014-05-15,11,749
2014-05-15,12,793
2014-05-15,13,898
2014-05-15,14,643
2014-05-15,15,947
2014-05-15,16,256
2014-05-15,17,375
2014-05-15,18,899
2014-05-15,19,473
2014-05-15,20,478
2014-05-15,21,432
2014-05-15,22,876
2014-05-15,23,294
2014-05-15,24,732
2014-05-15,25,862
2014-05-15,26,498
2014-05-15,27,214
2014-05-15,28,896
2014-05-15,29,736
2014-05-15,30,401
2014-05-15,31,654
2014-05-15,32,522
2014-05-15,33,744
2014-05-15,34,246
2014-05-15,35,716
2014-05-15,36,824
2014-05-15,37,317
2014-05-15,38,872
2014-05-15,39,468
2014-05-15,40,292
2014-05-15,41,245
2014-05-15,42,402
2014-05-15,43,591
2014-05-15,44,328
2014-05-15,45,887
2014-05-15,46,656
2014-05-15,47,240
2014-05-15,48,533
2014-05-15,49,306
2014-05-15,50,743
2014-05-16,1,242
2014-05-16,2,639
2014-05-16,3,437
2014-05-16,4,256
2014-05-16,5,229
2014-05-16,6,662
2014-05-16,7,648
2014-05-16,8,838
2014-05-16,9,588
2014-05-16,10,809
2014-05-16,11,774
2014-05-16,12,820
2014-05-16,13,977
2014-05-16,14,660
2014-05-16,15,1019
2014-05-16,16,312
2014-05-16,17,375
2014-05-16,18,988
2014-05-16,19,474
2014-05-16,20,498
2014-05-16,21,469
2014-05-16,22,975
2014-05-16,23,342
2014-05-16,24,759
2014-05-16,25,882
2014-05-16,26,527
2014-05-16,27,285
2014-05-16,28,1062
2014-05-16,29,770
2014-05-16,30,447
2014-05-16,31,646
2014-05-16,32,521
2014-05-16,33,808
2014-05-16,34,284
2014-05-16,35,730
2014-05-16,36,882
2014-05-16,37,357
2014-05-16,38,880
2014-05-16,39,447
2014-05-16,40,355
2014-05-16,41,283
2014-05-16,42,426
2014-05-16,43,566
2014-05-16,44,343
2014-05-16,45,911
2014-05-16,46,643
2014-05-16,47,239
2014-05-16,48,578
2014-05-16,49,326
2014-05-16,50,788
2014-05-17,1,279
2014-05-17,2,700
2014-05-17,3,451
2014-05-17,4,276
2014-05-17,5,257
2014-05-17,6,747
2014-05-17,7,748
2014-05-17,8,909
2014-05-17,9,634
2014-05-17,10,889
2014-05-17,11,818
2014-05-17,12,903
2014-05-17,13,1024
2014-05-17,14,714
2014-05-17,15,1070
2014-05-17,16,338
2014-05-17,17,414
2014-05-17,18,1062
2014-05-17,19,494
2014-05-17,20,618
2014-05-17,21,525
2014-05-17,22,991
2014-05-17,23,361
2014-05-17,24,863
2014-05-17,25,965
2014-05-17,26,567
2014-05-17,27,239
2014-05-17,28,1066
2014-05-17,29,855
2014-05-17,30,502
2014-05-17,31,717
2014-05-17,32,515
2014-05-17,33,880
2014-05-17,34,338
2014-05-17,35,764
2014-05-17,36,963
2014-05-17,37,368
2014-05-17,38,1014
2014-05-17,39,541
2014-05-17,40,355
2014-05-17,41,262
2014-05-17,42,429
2014-05-17,43,588
2014-05-17,44,365
2014-05-17,45,958
2014-05-17,46,712
2014-05-17,47,273
2014-05-17,48,624
2014-05-17,49,364
2014-05-17,50,849
2014-05-18,1,260
2014-05-18,2,763
2014-05-18,3,500
2014-05-18,4,272
2014-05-18,5,267
2014-05-18,6,725
2014-05-18,7,718
2014-05-18,8,1018
2014-05-18,9,718
2014-05-18,10,886
2014-05-18,11,920
2014-05-18,12,894
2014-05-18,13,1113
2014-05-18,14,744
2014-05-18,15,1133
2014-05-18,16,350
2014-05-18,17,467
2014-05-18,18,1077
2014-05-18,19,517
2014-05-18,20,605
2014-05-18,21,513
2014-05-18,22,1026
2014-05-18,23,372
2014-05-18,24,794
2014-05-18,25,1043
2014-05-18,26,649
2014-05-18,27,298
2014-05-18,28,1130
2014-05-18,29,897
2014-05-18,30,530
2014-05-18,31,784
2014-05-18,32,624
2014-05-18,33,851
2014-05-18,34,343
2014-05-18,35,842
2014-05-18,36,920
2014-05-18,37,363
2014-05-18,38,1032
2014-05-18,39,588
2014-05-18,40,405
2014-05-18,41,259
2014-05-18,42,471
2014-05-18,43,650
2014-05-18,44,361
2014-05-18,45,1042
2014-05-18,46,756
2014-05-18,47,284
2014-05-18,48,678
2014-05-18,49,387
2014-05-18,50,834
2014-05-19,1,194
2014-05-19,2,506
2014-05-19,3,312
2014-05-19,4,178
2014-05-19,5,148
2014-05-19,6,476
2014-05-19,7,501
2014-05-19,8,649
2014-05-19,9,457
2014-05-19,10,620
2014-05-19,11,582
2014-05-19,12,632
2014-05-19,13,746
2014-05-19,14,466
2014-05-19,15,756
2014-05-19,16,215
2014-05-19,17,287
2014-05-19,18,723
2014-05-19,19,320
2014-05-19,20,397
2014-05-19,21,310
2014-05-19,22,686
2014-05-19,23,265
2014-05-19,24,585
2014-05-19,25,748
2014-05-19,26,392
2014-05-19,27,211
2014-05-19,28,751
2014-05-19,29,638
2014-05-19,30,352
2014-05-19,31,486
2014-05-19,32,397
2014-05-19,33,615
2014-05-19,34,215
2014-05-19,35,554
2014-05-19,36,659
2014-05-19,37,248
2014-05-19,38,666
2014-05-19,39,407
2014-05-19,40,263
2014-05-19,41,208
2014-05-19,42,286
2014-05-19,43,396
2014-05-19,44,240
2014-05-19,45,672
2014-05-19,46,502
2014-05-19,47,179
2014-05-19,48,416
2014-05-19,49,269
2014-05-19,50,542
2014-05-20,1,227
2014-05-20,2,589
2014-05-20,3,347
2014-05-20,4,208
2014-05-20,5,197
2014-05-20,6,640
2014-05-20,7,631
2014-05-20,8,768
2014-05-20,9,469
2014-05-20,10,684
2014-05-20,11,676
2014-05-20,12,735
2014-05-20,13,847
2014-05-20,14,556
2014-05-20,15,897
2014-05-20,16,244
2014-05-20,17,305
2014-05-20,18,863
2014-05-20,19,427
2014-05-20,20,459
2014-05-20,21,408
2014-05-20,22,805
2014-05-20,23,309
2014-05-20,24,629
2014-05-20,25,838
2014-05-20,26,521
2014-05-20,27,196
2014-05-20,28,880
2014-05-20,29,697
2014-05-20,30,423
2014-05-20,31,596
2014-05-20,32,465
2014-05-20,33,696
2014-05-20,34,246
2014-05-20,35,675
2014-05-20,36,755
2014-05-20,37,299
2014-05-20,38,804
2014-05-20,39,435
2014-05-20,40,276
2014-05-20,41,218
2014-05-20,42,378
2014-05-20,43,528
2014-05-20,44,295
2014-05-20,45,772
2014-05-20,46,562
2014-05-20,47,199
2014-05-20,48,505
2014-05-20,49,292
2014-05-20,50,653
2014-05-21,1,213
2014-05-21,2,618
2014-05-21,3,374
2014-05-21,4,231
2014-05-21,5,192
2014-05-21,6,616
2014-05-21,7,602
2014-05-21,8,815
2014-05-21,9,532
2014-05-21,10,751
2014-05-21,11,717
2014-05-21,12,631
2014-05-21,13,818
2014-05-21,14,603
2014-05-21,15,912
2014-05-21,16,267
2014-05-21,17,356
2014-05-21,18,812
2014-05-21,19,401
2014-05-21,20,515
2014-05-21,21,395
2014-05-21,22,789
2014-05-21,23,266
2014-05-21,24,642
2014-05-21,25,852
2014-05-21,26,448
2014-05-21,27,251
2014-05-21,28,854
2014-05-21,29,718
2014-05-21,30,394
2014-05-21,31,567
2014-05-21,32,441
2014-05-21,33,746
2014-05-21,34,259
2014-05-21,35,660
2014-05-21,36,779
2014-05-21,37,255
2014-05-21,38,794
2014-05-21,39,449
2014-05-21,40,281
2014-05-21,41,218
2014-05-21,42,395
2014-05-21,43,504
2014-05-21,44,306
2014-05-21,45,769
2014-05-21,46,526
2014-05-21,47,236
2014-05-21,48,537
2014-05-21,49,300
2014-05-21,50,657
2014-05-22,1,234
2014-05-22,2,619
2014-05-22,3,372
2014-05-22,4,237
2014-05-22,5,194
2014-05-22,6,615
2014-05-22,7,635
2014-05-22,8,812
2014-05-22,9,558
2014-05-22,10,808
2014-05-22,11,710
2014-05-22,12,702
2014-05-22,13,843
2014-05-22,14,628
2014-05-22,15,973
2014-05-22,16,303
2014-05-22,17,352
2014-05-22,18,917
2014-05-22,19,416
2014-05-22,20,508
2014-05-22,21,456
2014-05-22,22,872
2014-05-22,23,309
2014-05-22,24,698
2014-05-22,25,856
2014-05-22,26,492
2014-05-22,27,216
2014-05-22,28,962
2014-05-22,29,714
2014-05-22,30,366
2014-05-22,31,620
2014-05-22,32,466
2014-05-22,33,786
2014-05-22,34,270
2014-05-22,35,728
2014-05-22,36,842
2014-05-22,37,306
2014-05-22,38,811
2014-05-22,39,489
2014-05-22,40,329
2014-05-22,41,226
2014-05-22,42,378
2014-05-22,43,599
2014-05-22,44,330
2014-05-22,45,883
2014-05-22,46,617
2014-05-22,47,258
2014-05-22,48,568
2014-05-22,49,321
2014-05-22,50,746
2014-05-23,1,244
2014-05-23,2,648
2014-05-23,3,409
2014-05-23,4,239
2014-05-23,5,224
2014-05-23,6,643
2014-05-23,7,624
2014-05-23,8,902
2014-05-23,9,550
2014-05-23,10,821
2014-05-23,11,773
2014-05-23,12,782
2014-05-23,13,954
2014-05-23,14,671
2014-05-23,15,956
2014-05-23,16,297
2014-05-23,17,355
2014-05-23,18,999
2014-05-23,19,439
2014-05-23,20,554
2014-05-23,21,409
2014-05-23,22,952
2014-05-23,23,344
2014-05-23,24,740
2014-05-23,25,955
2014-05-23,26,565
2014-05-23,27,232
2014-05-23,28,1037
2014-05-23,29,819
2014-05-23,30,458
2014-05-23,31,645
2014-05-23,32,497
2014-05-23,33,779
2014-05-23,34,300
2014-05-23,35,765
2014-05-23,36,890
2014-05-23,37,319
2014-05-23,38,913
2014-05-23,39,504
2014-05-23,40,316
2014-05-23,41,260
2014-05-23,42,442
2014-05-23,43,549
2014-05-23,44,346
2014-05-23,45,881
2014-05-23,46,619
2014-05-23,47,250
2014-05-23,48,585
2014-05-23,49,313
2014-05-23,50,753
2014-05-24,1,264
2014-05-24,2,694
2014-05-24,3,437
2014-05-24,4,255
2014-05-24,5,220
2014-05-24,6,750
2014-05-24,7,647
2014-05-24,8,938
2014-05-24,9,600
2014-05-24,10,906
2014-05-24,11,885
2014-05-24,12,837
2014-05-24,13,1048
2014-05-24,14,735
2014-05-24,15,1087
2014-05-24,16,303
2014-05-24,17,459
2014-05-24,18,1010
2014-05-24,19,518
2014-05-24,20,514
2014-05-24,21,485
2014-05-24,22,1003
2014-05-24,23,354
2014-05-24,24,759
2014-05-24,25,996
2014-05-24,26,585
2014-05-24,27,284
2014-05-24,28,1081
2014-05-24,29,838
2014-05-24,30,463
2014-05-24,31,751
2014-05-24,32,536
2014-05-24,33,841
2014-05-24,34,336
2014-05-24,35,834
2014-05-24,36,977
2014-05-24,37,384
2014-05-24,38,959
2014-05-24,39,552
2014-05-24,40,337
2014-05-24,41,247
2014-05-24,42,436
2014-05-24,43,573
2014-05-24,44,384
2014-05-24,45,950
2014-05-24,46,735
2014-05-24,47,286
2014-05-24,48,637
2014-05-24,49,342
2014-05-24,50,784
2014-05-25,1,278
2014-05-25,2,716
2014-05-25,3,461
2014-05-25,4,273
2014-05-25,5,239
2014-05-25,6,763
2014-05-25,7,787
2014-05-25,8,967
2014-05-25,9,620
2014-05-25,10,946
2014-05-25,11,883
2014-05-25,12,916
2014-05-25,13,1059
2014-05-25,14,762
2014-05-25,15,1100
2014-05-25,16,309
2014-05-25,17,398
2014-05-25,18,1131
2014-05-25,19,493
2014-05-25,20,601
2014-05-25,21,543
2014-05-25,22,1024
2014-05-25,23,379
2014-05-25,24,803
2014-05-25,25,1014
2014-05-25,26,622
2014-05-25,27,268
2014-05-25,28,1129
2014-05-25,29,874
2014-05-25,30,581
2014-05-25,31,755
2014-05-25,32,529
2014-05-25,33,915
2014-05-25,34,304
2014-05-25,35,901
2014-05-25,36,1053
2014-05-25,37,391
2014-05-25,38,1038
